"subjectid","m_kg","head_C_m","hand_C_m","hand_L_m","biceps_C_m","forearm_C_m","arm_L_m","thigh_C_m","calf_C_m","leg_L_m","foot_C_m","foot_L_m","trunk_C_m","trunk_H_m"
24559,93.6,0.58,0.22,0.207,0.387,0.345,0.372,0.636,0.405,1.203,0.27,0.282,0.9,0.745
